0.027531, 0.027889, 0.028606, 0.029684, 0.031124, 0.032929, 0.035102, 0.037647, 0.040568, 0.043867, 0.047548, 0.051613, 0.056065, 0.060904, 0.066129, 0.071738, 0.077727, 0.084090, 0.090819, 0.097901, 0.105324, 0.113070, 0.121119, 0.129447, 0.138029, 0.146834, 0.155829, 0.164977, 0.174240, 0.183574, 0.192934, 0.202273, 0.211541, 0.220687, 0.229658, 0.238402, 0.246865, 0.254993, 0.262735, 0.270038, 0.276855, 0.283137, 0.288841, 0.293926, 0.298356, 0.302099, 0.305127, 0.307419, 0.308956, 0.309727, 0.309727, 0.308956, 0.307419, 0.305128, 0.302099, 0.298357, 0.293926, 0.288841, 0.283137, 0.276855, 0.270039, 0.262735, 0.254994, 0.246866, 0.238403, 0.229659, 0.220687, 0.211541, 0.202273, 0.192935, 0.183575, 0.174241, 0.164978, 0.155830, 0.146834, 0.138029, 0.129448, 0.121119, 0.113070, 0.105324, 0.097902, 0.090819, 0.084091, 0.077727, 0.071738, 0.066129, 0.060904, 0.056065, 0.051614, 0.047548, 0.043867, 0.040568, 0.037647, 0.035102, 0.032929, 0.031124, 0.029684, 0.028606, 0.027889, 0.027531
0.025107, 0.025434, 0.026088, 0.027071, 0.028384, 0.030030, 0.032012, 0.034333, 0.036996, 0.040005, 0.043362, 0.047069, 0.051129, 0.055541, 0.060306, 0.065422, 0.070884, 0.076686, 0.082822, 0.089281, 0.096050, 0.103114, 0.110454, 0.118050, 0.125876, 0.133905, 0.142108, 0.150451, 0.158897, 0.167409, 0.175945, 0.184462, 0.192914, 0.201255, 0.209436, 0.217410, 0.225128, 0.232540, 0.239600, 0.246261, 0.252477, 0.258206, 0.263407, 0.268045, 0.272085, 0.275499, 0.278260, 0.280350, 0.281751, 0.282455, 0.282455, 0.281751, 0.280350, 0.278260, 0.275499, 0.272085, 0.268045, 0.263408, 0.258206, 0.252477, 0.246261, 0.239601, 0.232541, 0.225128, 0.217411, 0.209437, 0.201255, 0.192914, 0.184462, 0.175946, 0.167410, 0.158898, 0.150451, 0.142108, 0.133906, 0.125876, 0.118050, 0.110455, 0.103115, 0.096051, 0.089282, 0.082823, 0.076687, 0.070884, 0.065422, 0.060307, 0.055542, 0.051129, 0.047069, 0.043362, 0.040005, 0.036996, 0.034333, 0.032012, 0.030030, 0.028384, 0.027071, 0.026088, 0.025434, 0.025108
0.022830, 0.023127, 0.023721, 0.024615, 0.025809, 0.027305, 0.029108, 0.031218, 0.033640, 0.036375, 0.039428, 0.042799, 0.046490, 0.050502, 0.054835, 0.059486, 0.064452, 0.069729, 0.075308, 0.081181, 0.087336, 0.093758, 0.100433, 0.107339, 0.114455, 0.121755, 0.129214, 0.136799, 0.144479, 0.152219, 0.159980, 0.167724, 0.175409, 0.182993, 0.190432, 0.197683, 0.204700, 0.211440, 0.217860, 0.223916, 0.229568, 0.234777, 0.239507, 0.243724, 0.247397, 0.250501, 0.253012, 0.254912, 0.256186, 0.256826, 0.256826, 0.256186, 0.254912, 0.253012, 0.250501, 0.247397, 0.243724, 0.239507, 0.234777, 0.229568, 0.223916, 0.217860, 0.211441, 0.204701, 0.197683, 0.190433, 0.182994, 0.175410, 0.167724, 0.159980, 0.152219, 0.144480, 0.136800, 0.129214, 0.121756, 0.114455, 0.107339, 0.100433, 0.093759, 0.087336, 0.081181, 0.075308, 0.069729, 0.064453, 0.059486, 0.054835, 0.050503, 0.046490, 0.042799, 0.039428, 0.036375, 0.033640, 0.031218, 0.029108, 0.027305, 0.025809, 0.024615, 0.023721, 0.023127, 0.022830
0.020699, 0.020968, 0.021507, 0.022317, 0.023400, 0.024757, 0.026391, 0.028304, 0.030500, 0.032980, 0.035748, 0.038804, 0.042151, 0.045789, 0.049717, 0.053934, 0.058437, 0.063220, 0.068279, 0.073604, 0.079184, 0.085007, 0.091058, 0.097320, 0.103771, 0.110391, 0.117153, 0.124031, 0.130994, 0.138010, 0.145047, 0.152068, 0.159035, 0.165911, 0.172656, 0.179230, 0.185593, 0.191704, 0.197524, 0.203015, 0.208139, 0.212862, 0.217150, 0.220974, 0.224304, 0.227118, 0.229395, 0.231117, 0.232273, 0.232853, 0.232853, 0.232273, 0.231118, 0.229395, 0.227119, 0.224304, 0.220974, 0.217151, 0.212862, 0.208139, 0.203015, 0.197524, 0.191704, 0.185593, 0.179231, 0.172657, 0.165912, 0.159036, 0.152068, 0.145047, 0.138011, 0.130994, 0.124031, 0.117153, 0.110391, 0.103772, 0.097320, 0.091059, 0.085008, 0.079184, 0.073604, 0.068279, 0.063221, 0.058437, 0.053934, 0.049717, 0.045789, 0.042151, 0.038804, 0.035748, 0.032981, 0.030500, 0.028305, 0.026391, 0.024757, 0.023400, 0.022317, 0.021507, 0.020968, 0.020699
0.018715, 0.018959, 0.019446, 0.020179, 0.021157, 0.022384, 0.023862, 0.025592, 0.027577, 0.029820, 0.032322, 0.035085, 0.038111, 0.041401, 0.044952, 0.048765, 0.052836, 0.057162, 0.061735, 0.066549, 0.071595, 0.076860, 0.082331, 0.087993, 0.093826, 0.099811, 0.105925, 0.112143, 0.118439, 0.124783, 0.131145, 0.137493, 0.143793, 0.150009, 0.156108, 0.162051, 0.167803, 0.173329, 0.178592, 0.183556, 0.188190, 0.192460, 0.196337, 0.199794, 0.202806, 0.205350, 0.207409, 0.208966, 0.210011, 0.210535, 0.210535, 0.210011, 0.208966, 0.207409, 0.205350, 0.202806, 0.199794, 0.196337, 0.192460, 0.188190, 0.183557, 0.178592, 0.173330, 0.167804, 0.162052, 0.156108, 0.150010, 0.143793, 0.137493, 0.131146, 0.124784, 0.118439, 0.112144, 0.105925, 0.099811, 0.093826, 0.087993, 0.082332, 0.076861, 0.071595, 0.066550, 0.061735, 0.057162, 0.052836, 0.048765, 0.044952, 0.041401, 0.038112, 0.035086, 0.032322, 0.029820, 0.027577, 0.025592, 0.023862, 0.022385, 0.021158, 0.020179, 0.019446, 0.018959, 0.018715
0.016878, 0.017097, 0.017537, 0.018197, 0.019080, 0.020186, 0.021519, 0.023079, 0.024869, 0.026891, 0.029148, 0.031640, 0.034369, 0.037335, 0.040538, 0.043976, 0.047648, 0.051548, 0.055673, 0.060014, 0.064564, 0.069312, 0.074246, 0.079351, 0.084612, 0.090009, 0.095522, 0.101130, 0.106807, 0.112529, 0.118266, 0.123990, 0.129671, 0.135277, 0.140776, 0.146136, 0.151324, 0.156306, 0.161051, 0.165528, 0.169707, 0.173558, 0.177054, 0.180172, 0.182888, 0.185182, 0.187039, 0.188443, 0.189385, 0.189858, 0.189858, 0.189385, 0.188443, 0.187039, 0.185182, 0.182888, 0.180172, 0.177055, 0.173558, 0.169707, 0.165529, 0.161052, 0.156306, 0.151324, 0.146136, 0.140777, 0.135277, 0.129671, 0.123990, 0.118266, 0.112529, 0.106808, 0.101130, 0.095523, 0.090009, 0.084612, 0.079352, 0.074246, 0.069312, 0.064564, 0.060014, 0.055673, 0.051548, 0.047648, 0.043976, 0.040538, 0.037335, 0.034369, 0.031640, 0.029148, 0.026892, 0.024869, 0.023079, 0.021519, 0.020186, 0.019080, 0.018197, 0.017537, 0.017097, 0.016878
0.015183, 0.015381, 0.015776, 0.016370, 0.017165, 0.018160, 0.019359, 0.020762, 0.022373, 0.024192, 0.026222, 0.028464, 0.030919, 0.033587, 0.036468, 0.039562, 0.042864, 0.046373, 0.050084, 0.053989, 0.058083, 0.062354, 0.066793, 0.071385, 0.076118, 0.080973, 0.085933, 0.090978, 0.096085, 0.101232, 0.106393, 0.111543, 0.116653, 0.121696, 0.126644, 0.131465, 0.136132, 0.140614, 0.144883, 0.148910, 0.152669, 0.156133, 0.159279, 0.162083, 0.164526, 0.166590, 0.168260, 0.169524, 0.170371, 0.170797, 0.170797, 0.170371, 0.169524, 0.168260, 0.166590, 0.164526, 0.162083, 0.159279, 0.156133, 0.152669, 0.148911, 0.144883, 0.140614, 0.136132, 0.131465, 0.126644, 0.121697, 0.116653, 0.111543, 0.106393, 0.101232, 0.096085, 0.090978, 0.085933, 0.080973, 0.076118, 0.071386, 0.066793, 0.062354, 0.058083, 0.053990, 0.050084, 0.046374, 0.042865, 0.039562, 0.036469, 0.033587, 0.030919, 0.028464, 0.026222, 0.024192, 0.022373, 0.020762, 0.019359, 0.018160, 0.017165, 0.016371, 0.015776, 0.015381, 0.015183
0.013630, 0.013807, 0.014162, 0.014695, 0.015408, 0.016302, 0.017378, 0.018638, 0.020083, 0.021716, 0.023539, 0.025551, 0.027755, 0.030150, 0.032737, 0.035513, 0.038478, 0.041628, 0.044959, 0.048465, 0.052139, 0.055973, 0.059958, 0.064080, 0.068328, 0.072687, 0.077139, 0.081668, 0.086253, 0.090873, 0.095506, 0.100128, 0.104716, 0.109243, 0.113684, 0.118012, 0.122201, 0.126225, 0.130057, 0.133672, 0.137046, 0.140156, 0.142979, 0.145496, 0.147689, 0.149542, 0.151041, 0.152175, 0.152936, 0.153318, 0.153318, 0.152936, 0.152176, 0.151041, 0.149542, 0.147690, 0.145497, 0.142979, 0.140156, 0.137046, 0.133672, 0.130057, 0.126225, 0.122201, 0.118012, 0.113684, 0.109243, 0.104716, 0.100129, 0.095506, 0.090873, 0.086253, 0.081668, 0.077140, 0.072687, 0.068329, 0.064081, 0.059958, 0.055974, 0.052139, 0.048465, 0.044959, 0.041628, 0.038478, 0.035514, 0.032737, 0.030150, 0.027755, 0.025551, 0.023539, 0.021717, 0.020083, 0.018638, 0.017378, 0.016302, 0.015408, 0.014695, 0.014162, 0.013807, 0.013630
0.012213, 0.012372, 0.012690, 0.013168, 0.013807, 0.014607, 0.015571, 0.016700, 0.017996, 0.019459, 0.021092, 0.022895, 0.024870, 0.027016, 0.029334, 0.031822, 0.034479, 0.037301, 0.040285, 0.043427, 0.046719, 0.050155, 0.053725, 0.057420, 0.061226, 0.065131, 0.069121, 0.073179, 0.077287, 0.081427, 0.085578, 0.089720, 0.093831, 0.097888, 0.101867, 0.105745, 0.109499, 0.113104, 0.116538, 0.119777, 0.122800, 0.125587, 0.128116, 0.130372, 0.132337, 0.133997, 0.135341, 0.136357, 0.137039, 0.137381, 0.137381, 0.137039, 0.136357, 0.135341, 0.133997, 0.132337, 0.130372, 0.128117, 0.125587, 0.122800, 0.119777, 0.116538, 0.113104, 0.109499, 0.105745, 0.101867, 0.097888, 0.093831, 0.089721, 0.085578, 0.081427, 0.077287, 0.073179, 0.069121, 0.065132, 0.061226, 0.057420, 0.053726, 0.050155, 0.046720, 0.043427, 0.040286, 0.037301, 0.034479, 0.031822, 0.029334, 0.027016, 0.024870, 0.022895, 0.021092, 0.019459, 0.017996, 0.016700, 0.015571, 0.014607, 0.013807, 0.013168, 0.012690, 0.012372, 0.012213
0.010929, 0.011071, 0.011356, 0.011784, 0.012355, 0.013072, 0.013934, 0.014945, 0.016104, 0.017413, 0.018874, 0.020488, 0.022255, 0.024176, 0.026250, 0.028476, 0.030854, 0.033379, 0.036050, 0.038861, 0.041808, 0.044882, 0.048077, 0.051383, 0.054789, 0.058284, 0.061854, 0.065485, 0.069161, 0.072866, 0.076581, 0.080288, 0.083966, 0.087596, 0.091157, 0.094627, 0.097986, 0.101213, 0.104285, 0.107184, 0.109890, 0.112383, 0.114647, 0.116665, 0.118424, 0.119909, 0.121111, 0.122021, 0.122631, 0.122937, 0.122937, 0.122631, 0.122021, 0.121111, 0.119910, 0.118424, 0.116665, 0.114647, 0.112383, 0.109890, 0.107184, 0.104285, 0.101213, 0.097987, 0.094628, 0.091157, 0.087596, 0.083966, 0.080288, 0.076581, 0.072866, 0.069162, 0.065485, 0.061854, 0.058284, 0.054789, 0.051383, 0.048077, 0.044882, 0.041808, 0.038862, 0.036050, 0.033380, 0.030854, 0.028476, 0.026250, 0.024176, 0.022255, 0.020488, 0.018875, 0.017413, 0.016104, 0.014945, 0.013934, 0.013072, 0.012355, 0.011784, 0.011356, 0.011071, 0.010929
