0.002248, 0.002357, 0.002579, 0.002919, 0.003387, 0.003995, 0.004761, 0.005702, 0.006841, 0.008203, 0.009817, 0.011714, 0.013928, 0.016495, 0.019455, 0.022846, 0.026709, 0.031086, 0.036017, 0.041540, 0.047692, 0.054504, 0.062004, 0.070214, 0.079146, 0.088804, 0.099185, 0.110271, 0.122032, 0.134429, 0.147404, 0.160890, 0.174804, 0.189047, 0.203512, 0.218078, 0.232611, 0.246973, 0.261017, 0.274592, 0.287544, 0.299723, 0.310981, 0.321179, 0.330185, 0.337884, 0.344171, 0.348964, 0.352196, 0.353823, 0.353823, 0.352196, 0.348964, 0.344172, 0.337884, 0.330186, 0.321179, 0.310982, 0.299723, 0.287545, 0.274592, 0.261018, 0.246974, 0.232612, 0.218079, 0.203513, 0.189048, 0.174804, 0.160891, 0.147405, 0.134430, 0.122033, 0.110271, 0.099186, 0.088805, 0.079146, 0.070214, 0.062005, 0.054504, 0.047692, 0.041540, 0.036017, 0.031087, 0.026710, 0.022846, 0.019455, 0.016496, 0.013928, 0.011714, 0.009817, 0.008203, 0.006841, 0.005702, 0.004761, 0.003995, 0.003387, 0.002919, 0.002579, 0.002357, 0.002248
0.002563, 0.002687, 0.002940, 0.003328, 0.003861, 0.004555, 0.005428, 0.006501, 0.007799, 0.009352, 0.011192, 0.013355, 0.015879, 0.018807, 0.022181, 0.026047, 0.030451, 0.035441, 0.041063, 0.047360, 0.054373, 0.062140, 0.070691, 0.080050, 0.090233, 0.101245, 0.113080, 0.125718, 0.139127, 0.153260, 0.168054, 0.183428, 0.199290, 0.215529, 0.232021, 0.248626, 0.265196, 0.281570, 0.297580, 0.313056, 0.327823, 0.341707, 0.354543, 0.366169, 0.376437, 0.385213, 0.392382, 0.397846, 0.401530, 0.403386, 0.403386, 0.401531, 0.397846, 0.392382, 0.385214, 0.376437, 0.366169, 0.354543, 0.341708, 0.327823, 0.313057, 0.297581, 0.281570, 0.265197, 0.248627, 0.232022, 0.215530, 0.199291, 0.183429, 0.168054, 0.153261, 0.139128, 0.125719, 0.113080, 0.101246, 0.090234, 0.080051, 0.070691, 0.062140, 0.054374, 0.047360, 0.041063, 0.035442, 0.030452, 0.026047, 0.022181, 0.018807, 0.015880, 0.013355, 0.011192, 0.009352, 0.007799, 0.006501, 0.005428, 0.004555, 0.003861, 0.003328, 0.002940, 0.002687, 0.002563
0.002907, 0.003048, 0.003335, 0.003775, 0.004380, 0.005167, 0.006157, 0.007374, 0.008847, 0.010609, 0.012696, 0.015149, 0.018012, 0.021333, 0.025160, 0.029545, 0.034542, 0.040202, 0.046579, 0.053721, 0.061676, 0.070486, 0.080186, 0.090802, 0.102352, 0.114843, 0.128267, 0.142603, 0.157813, 0.173844, 0.190624, 0.208064, 0.226056, 0.244476, 0.263182, 0.282017, 0.300812, 0.319385, 0.337546, 0.355100, 0.371850, 0.387599, 0.402158, 0.415345, 0.426993, 0.436948, 0.445079, 0.451277, 0.455456, 0.457560, 0.457561, 0.455456, 0.451277, 0.445079, 0.436948, 0.426993, 0.415346, 0.402159, 0.387600, 0.371851, 0.355101, 0.337548, 0.319386, 0.300813, 0.282018, 0.263183, 0.244477, 0.226057, 0.208065, 0.190625, 0.173845, 0.157814, 0.142604, 0.128268, 0.114844, 0.102353, 0.090803, 0.080186, 0.070487, 0.061677, 0.053722, 0.046579, 0.040202, 0.034542, 0.029546, 0.025160, 0.021333, 0.018013, 0.015149, 0.012696, 0.010609, 0.008847, 0.007374, 0.006157, 0.005167, 0.004380, 0.003775, 0.003335, 0.003049, 0.002907
0.003281, 0.003441, 0.003764, 0.004260, 0.004943, 0.005832, 0.006949, 0.008322, 0.009984, 0.011973, 0.014328, 0.017097, 0.020328, 0.024076, 0.028395, 0.033344, 0.038983, 0.045371, 0.052567, 0.060628, 0.069606, 0.079548, 0.090495, 0.102476, 0.115511, 0.129608, 0.144757, 0.160936, 0.178102, 0.196193, 0.215130, 0.234811, 0.255116, 0.275904, 0.297015, 0.318271, 0.339482, 0.360443, 0.380938, 0.400749, 0.419651, 0.437425, 0.453856, 0.468738, 0.481882, 0.493117, 0.502293, 0.509288, 0.514004, 0.516379, 0.516379, 0.514005, 0.509288, 0.502294, 0.493118, 0.481883, 0.468739, 0.453857, 0.437426, 0.419653, 0.400750, 0.380940, 0.360444, 0.339484, 0.318273, 0.297016, 0.275905, 0.255118, 0.234813, 0.215131, 0.196194, 0.178103, 0.160937, 0.144758, 0.129609, 0.115512, 0.102476, 0.090495, 0.079549, 0.069606, 0.060628, 0.052568, 0.045371, 0.038983, 0.033344, 0.028395, 0.024076, 0.020329, 0.017097, 0.014328, 0.011973, 0.009985, 0.008322, 0.006949, 0.005832, 0.004943, 0.004260, 0.003764, 0.003441, 0.003281
0.003684, 0.003863, 0.004226, 0.004783, 0.005550, 0.006548, 0.007802, 0.009345, 0.011211, 0.013444, 0.016089, 0.019197, 0.022826, 0.027033, 0.031883, 0.037440, 0.043772, 0.050944, 0.059024, 0.068075, 0.078156, 0.089320, 0.101611, 0.115063, 0.129700, 0.145528, 0.162538, 0.180704, 0.199978, 0.220291, 0.241554, 0.263653, 0.286452, 0.309792, 0.333496, 0.357363, 0.381180, 0.404714, 0.427727, 0.449970, 0.471195, 0.491151, 0.509599, 0.526309, 0.541068, 0.553683, 0.563986, 0.571839, 0.577135, 0.579802, 0.579802, 0.577136, 0.571840, 0.563987, 0.553683, 0.541069, 0.526310, 0.509600, 0.491152, 0.471196, 0.449972, 0.427728, 0.404716, 0.381181, 0.357365, 0.333497, 0.309794, 0.286453, 0.263654, 0.241555, 0.220292, 0.199979, 0.180705, 0.162539, 0.145529, 0.129701, 0.115064, 0.101611, 0.089320, 0.078157, 0.068076, 0.059025, 0.050945, 0.043772, 0.037441, 0.031883, 0.027034, 0.022826, 0.019198, 0.016089, 0.013444, 0.011211, 0.009345, 0.007803, 0.006548, 0.005551, 0.004783, 0.004226, 0.003863, 0.003684
0.004116, 0.004316, 0.004721, 0.005344, 0.006201, 0.007315, 0.008717, 0.010439, 0.012525, 0.015019, 0.017973, 0.021446, 0.025500, 0.030200, 0.035618, 0.041826, 0.048899, 0.056912, 0.065939, 0.076050, 0.087311, 0.099782, 0.113513, 0.128541, 0.144892, 0.162574, 0.181576, 0.201870, 0.223400, 0.246093, 0.269846, 0.294533, 0.320002, 0.346077, 0.372556, 0.399219, 0.425824, 0.452116, 0.477823, 0.502672, 0.526381, 0.548675, 0.569284, 0.587951, 0.604438, 0.618530, 0.630040, 0.638812, 0.644729, 0.647708, 0.647708, 0.644729, 0.638813, 0.630040, 0.618531, 0.604439, 0.587952, 0.569285, 0.548677, 0.526383, 0.502673, 0.477825, 0.452117, 0.425826, 0.399221, 0.372558, 0.346078, 0.320004, 0.294535, 0.269848, 0.246095, 0.223402, 0.201871, 0.181577, 0.162575, 0.144893, 0.128542, 0.113514, 0.099783, 0.087312, 0.076050, 0.065939, 0.056912, 0.048900, 0.041826, 0.035618, 0.030200, 0.025500, 0.021447, 0.017973, 0.015019, 0.012525, 0.010440, 0.008717, 0.007315, 0.006201, 0.005344, 0.004721, 0.004316, 0.004116
0.004575, 0.004797, 0.005248, 0.005940, 0.006892, 0.008131, 0.009688, 0.011603, 0.013921, 0.016693, 0.019977, 0.023837, 0.028342, 0.033567, 0.039588, 0.046488, 0.054350, 0.063256, 0.073288, 0.084526, 0.097043, 0.110904, 0.126164, 0.142868, 0.161041, 0.180693, 0.201813, 0.224368, 0.248299, 0.273520, 0.299920, 0.327359, 0.355666, 0.384646, 0.414077, 0.443711, 0.473281, 0.502502, 0.531074, 0.558691, 0.585043, 0.609822, 0.632727, 0.653474, 0.671798, 0.687460, 0.700253, 0.710003, 0.716579, 0.719890, 0.719890, 0.716579, 0.710004, 0.700254, 0.687461, 0.671799, 0.653475, 0.632728, 0.609823, 0.585045, 0.558693, 0.531076, 0.502504, 0.473283, 0.443713, 0.414079, 0.384648, 0.355668, 0.327360, 0.299922, 0.273522, 0.248300, 0.224369, 0.201815, 0.180694, 0.161042, 0.142869, 0.126165, 0.110905, 0.097043, 0.084527, 0.073289, 0.063256, 0.054350, 0.046489, 0.039589, 0.033567, 0.028342, 0.023837, 0.019977, 0.016693, 0.013921, 0.011603, 0.009688, 0.008131, 0.006892, 0.005940, 0.005248, 0.004797, 0.004575
0.005059, 0.005305, 0.005803, 0.006568, 0.007621, 0.008991, 0.010714, 0.012831, 0.015394, 0.018459, 0.022091, 0.026359, 0.031341, 0.037118, 0.043777, 0.051407, 0.060100, 0.069949, 0.081043, 0.093470, 0.107310, 0.122638, 0.139513, 0.157983, 0.178079, 0.199810, 0.223165, 0.248106, 0.274568, 0.302458, 0.331651, 0.361992, 0.393294, 0.425340, 0.457883, 0.490652, 0.523351, 0.555662, 0.587258, 0.617796, 0.646936, 0.674335, 0.699663, 0.722605, 0.742867, 0.760186, 0.774332, 0.785114, 0.792385, 0.796046, 0.796046, 0.792385, 0.785114, 0.774333, 0.760187, 0.742868, 0.722606, 0.699665, 0.674337, 0.646937, 0.617798, 0.587259, 0.555664, 0.523353, 0.490654, 0.457885, 0.425342, 0.393296, 0.361994, 0.331653, 0.302460, 0.274570, 0.248107, 0.223166, 0.199812, 0.178080, 0.157985, 0.139514, 0.122639, 0.107311, 0.093470, 0.081043, 0.069949, 0.060101, 0.051408, 0.043778, 0.037119, 0.031342, 0.026360, 0.022091, 0.018459, 0.015394, 0.012831, 0.010714, 0.008991, 0.007622, 0.006568, 0.005803, 0.005305, 0.005059
0.005566, 0.005836, 0.006385, 0.007226, 0.008385, 0.009892, 0.011787, 0.014117, 0.016936, 0.020309, 0.024304, 0.029000, 0.034481, 0.040837, 0.048163, 0.056557, 0.066121, 0.076956, 0.089161, 0.102833, 0.118060, 0.134923, 0.153489, 0.173809, 0.195917, 0.219825, 0.245519, 0.272958, 0.302071, 0.332755, 0.364872, 0.398252, 0.432689, 0.467944, 0.503748, 0.539798, 0.575772, 0.611319, 0.646079, 0.679676, 0.711734, 0.741878, 0.769743, 0.794982, 0.817274, 0.836328, 0.851890, 0.863752, 0.871751, 0.875779, 0.875779, 0.871752, 0.863752, 0.851891, 0.836329, 0.817275, 0.794984, 0.769744, 0.741880, 0.711736, 0.679678, 0.646081, 0.611322, 0.575774, 0.539801, 0.503750, 0.467947, 0.432691, 0.398254, 0.364874, 0.332756, 0.302073, 0.272960, 0.245521, 0.219827, 0.195919, 0.173810, 0.153490, 0.134924, 0.118061, 0.102834, 0.089162, 0.076957, 0.066122, 0.056558, 0.048163, 0.040838, 0.034482, 0.029001, 0.024304, 0.020309, 0.016936, 0.014117, 0.011787, 0.009892, 0.008385, 0.007226, 0.006385, 0.005836, 0.005566
0.006093, 0.006389, 0.006989, 0.007910, 0.009178, 0.010828, 0.012902, 0.015452, 0.018538, 0.022230, 0.026603, 0.031743, 0.037743, 0.044700, 0.052718, 0.061907, 0.072375, 0.084234, 0.097594, 0.112559, 0.129226, 0.147683, 0.168004, 0.190246, 0.214445, 0.240614, 0.268737, 0.298771, 0.330637, 0.364222, 0.399376, 0.435912, 0.473605, 0.512194, 0.551383, 0.590842, 0.630217, 0.669126, 0.707172, 0.743946, 0.779035, 0.812029, 0.842528, 0.870154, 0.894553, 0.915409, 0.932442, 0.945426, 0.954182, 0.958590, 0.958590, 0.954182, 0.945426, 0.932443, 0.915410, 0.894555, 0.870155, 0.842530, 0.812030, 0.779037, 0.743948, 0.707174, 0.669128, 0.630219, 0.590845, 0.551385, 0.512197, 0.473607, 0.435914, 0.399378, 0.364224, 0.330639, 0.298773, 0.268739, 0.240615, 0.214447, 0.190247, 0.168006, 0.147684, 0.129227, 0.112560, 0.097595, 0.084235, 0.072376, 0.061907, 0.052719, 0.044700, 0.037743, 0.031744, 0.026603, 0.022230, 0.018539, 0.015452, 0.012902, 0.010828, 0.009178, 0.007910, 0.006989, 0.006389, 0.006093
