0.029894, 0.027970, 0.026125, 0.024361, 0.022679, 0.021079, 0.019563, 0.018129, 0.016778, 0.015508, 0.014319, 0.013209, 0.012178, 0.011222, 0.010341, 0.009533, 0.008797, 0.008129, 0.007529, 0.006995, 0.006526, 0.006119, 0.005773, 0.005488, 0.005261, 0.005093, 0.004983, 0.004929, 0.004933, 0.004993, 0.005110, 0.005285, 0.005517, 0.005809, 0.006159, 0.006571, 0.007045, 0.007582, 0.008184, 0.008853, 0.009590, 0.010397, 0.011277, 0.012229, 0.013257, 0.014361, 0.015544, 0.016805, 0.018148, 0.019571, 0.021076, 0.022662, 0.024330, 0.026080, 0.027909, 0.029816, 0.031800, 0.033858, 0.035987, 0.038184, 0.040443, 0.042761, 0.045132, 0.047551, 0.050010, 0.052502, 0.055021, 0.057558, 0.060105, 0.062652, 0.065191, 0.067710, 0.070201, 0.072652, 0.075053, 0.077396, 0.079670, 0.081864, 0.083967, 0.085971, 0.087864, 0.089638, 0.091283, 0.092791, 0.094155, 0.095367, 0.096420, 0.097310, 0.098030, 0.098579, 0.098951, 0.099146, 0.099163, 0.099000, 0.098659, 0.098142, 0.097451, 0.096590, 0.095564, 0.094377, 0.093037, 0.091550, 0.089924, 0.088167, 0.086288, 0.084296, 0.082201, 0.080012, 0.077741, 0.075397, 0.072992, 0.070535, 0.068038, 0.065510, 0.062961, 0.060403, 0.057843, 0.055291, 0.052757, 0.050247, 0.047771, 0.045335, 0.042946, 0.040610, 0.038333, 0.036119, 0.033972, 0.031896
0.030135, 0.028195, 0.026335, 0.024557, 0.022861, 0.021249, 0.019720, 0.018275, 0.016913, 0.015633, 0.014434, 0.013316, 0.012275, 0.011312, 0.010424, 0.009610, 0.008867, 0.008195, 0.007590, 0.007052, 0.006578, 0.006168, 0.005820, 0.005532, 0.005304, 0.005134, 0.005023, 0.004969, 0.004973, 0.005033, 0.005151, 0.005327, 0.005562, 0.005855, 0.006209, 0.006624, 0.007101, 0.007643, 0.008250, 0.008924, 0.009667, 0.010481, 0.011367, 0.012327, 0.013363, 0.014477, 0.015668, 0.016940, 0.018293, 0.019728, 0.021245, 0.022844, 0.024526, 0.026289, 0.028133, 0.030056, 0.032056, 0.034130, 0.036276, 0.038490, 0.040768, 0.043105, 0.045495, 0.047933, 0.050411, 0.052924, 0.055463, 0.058021, 0.060588, 0.063156, 0.065714, 0.068254, 0.070764, 0.073235, 0.075656, 0.078018, 0.080310, 0.082521, 0.084642, 0.086661, 0.088570, 0.090358, 0.092016, 0.093536, 0.094911, 0.096132, 0.097194, 0.098091, 0.098818, 0.099371, 0.099746, 0.099943, 0.099959, 0.099795, 0.099451, 0.098930, 0.098233, 0.097366, 0.096331, 0.095135, 0.093785, 0.092286, 0.090647, 0.088875, 0.086981, 0.084973, 0.082861, 0.080655, 0.078365, 0.076003, 0.073578, 0.071102, 0.068584, 0.066036, 0.063467, 0.060888, 0.058308, 0.055735, 0.053181, 0.050651, 0.048155, 0.045699, 0.043291, 0.040937, 0.038641, 0.036409, 0.034245, 0.032152
0.030615, 0.028645, 0.026755, 0.024948, 0.023226, 0.021588, 0.020035, 0.018566, 0.017182, 0.015882, 0.014664, 0.013528, 0.012471, 0.011493, 0.010591, 0.009763, 0.009009, 0.008325, 0.007711, 0.007164, 0.006683, 0.006266, 0.005912, 0.005620, 0.005388, 0.005216, 0.005103, 0.005048, 0.005052, 0.005114, 0.005234, 0.005412, 0.005650, 0.005949, 0.006308, 0.006730, 0.007215, 0.007765, 0.008381, 0.009066, 0.009821, 0.010648, 0.011548, 0.012524, 0.013576, 0.014707, 0.015918, 0.017211, 0.018585, 0.020043, 0.021584, 0.023209, 0.024917, 0.026708, 0.028582, 0.030535, 0.032567, 0.034675, 0.036855, 0.039104, 0.041418, 0.043792, 0.046220, 0.048697, 0.051215, 0.053768, 0.056348, 0.058946, 0.061554, 0.064163, 0.066763, 0.069343, 0.071893, 0.074403, 0.076862, 0.079262, 0.081591, 0.083837, 0.085992, 0.088043, 0.089982, 0.091799, 0.093484, 0.095028, 0.096425, 0.097666, 0.098744, 0.099655, 0.100394, 0.100955, 0.101337, 0.101537, 0.101553, 0.101386, 0.101037, 0.100507, 0.099800, 0.098918, 0.097867, 0.096653, 0.095280, 0.093757, 0.092092, 0.090293, 0.088368, 0.086328, 0.084182, 0.081941, 0.079615, 0.077215, 0.074752, 0.072235, 0.069678, 0.067089, 0.064479, 0.061859, 0.059237, 0.056624, 0.054029, 0.051459, 0.048923, 0.046428, 0.043982, 0.041590, 0.039258, 0.036990, 0.034791, 0.032665
0.031337, 0.029320, 0.027386, 0.025536, 0.023773, 0.022096, 0.020507, 0.019004, 0.017587, 0.016257, 0.015010, 0.013847, 0.012765, 0.011764, 0.010840, 0.009993, 0.009221, 0.008521, 0.007893, 0.007333, 0.006841, 0.006414, 0.006052, 0.005752, 0.005515, 0.005339, 0.005223, 0.005167, 0.005171, 0.005234, 0.005357, 0.005540, 0.005784, 0.006089, 0.006457, 0.006888, 0.007385, 0.007948, 0.008579, 0.009280, 0.010053, 0.010899, 0.011821, 0.012819, 0.013896, 0.015054, 0.016294, 0.017616, 0.019023, 0.020515, 0.022093, 0.023756, 0.025504, 0.027338, 0.029255, 0.031255, 0.033335, 0.035492, 0.037724, 0.040026, 0.042395, 0.044824, 0.047310, 0.049845, 0.052423, 0.055036, 0.057676, 0.060336, 0.063005, 0.065676, 0.068336, 0.070977, 0.073587, 0.076156, 0.078674, 0.081130, 0.083514, 0.085814, 0.088019, 0.090119, 0.092103, 0.093963, 0.095687, 0.097268, 0.098698, 0.099968, 0.101072, 0.102005, 0.102760, 0.103335, 0.103726, 0.103930, 0.103947, 0.103776, 0.103419, 0.102877, 0.102152, 0.101250, 0.100174, 0.098931, 0.097526, 0.095967, 0.094263, 0.092421, 0.090451, 0.088363, 0.086166, 0.083872, 0.081492, 0.079035, 0.076513, 0.073938, 0.071320, 0.068670, 0.065999, 0.063317, 0.060633, 0.057959, 0.055302, 0.052672, 0.050076, 0.047523, 0.045019, 0.042570, 0.040183, 0.037862, 0.035611, 0.033435
0.032301, 0.030221, 0.028228, 0.026322, 0.024504, 0.022776, 0.021137, 0.019588, 0.018128, 0.016756, 0.015472, 0.014273, 0.013158, 0.012125, 0.011174, 0.010301, 0.009505, 0.008783, 0.008135, 0.007558, 0.007051, 0.006611, 0.006238, 0.005929, 0.005685, 0.005503, 0.005384, 0.005326, 0.005330, 0.005395, 0.005522, 0.005710, 0.005962, 0.006276, 0.006655, 0.007100, 0.007612, 0.008192, 0.008843, 0.009566, 0.010362, 0.011234, 0.012184, 0.013213, 0.014324, 0.015517, 0.016795, 0.018158, 0.019608, 0.021146, 0.022772, 0.024486, 0.026289, 0.028179, 0.030155, 0.032216, 0.034360, 0.036584, 0.038884, 0.041257, 0.043698, 0.046203, 0.048765, 0.051378, 0.054035, 0.056728, 0.059450, 0.062191, 0.064943, 0.067695, 0.070438, 0.073160, 0.075850, 0.078498, 0.081093, 0.083625, 0.086082, 0.088453, 0.090726, 0.092890, 0.094936, 0.096852, 0.098630, 0.100260, 0.101733, 0.103042, 0.104180, 0.105141, 0.105920, 0.106513, 0.106915, 0.107126, 0.107143, 0.106967, 0.106599, 0.106040, 0.105294, 0.104363, 0.103255, 0.101973, 0.100525, 0.098918, 0.097161, 0.095263, 0.093232, 0.091080, 0.088816, 0.086452, 0.083998, 0.081465, 0.078866, 0.076212, 0.073513, 0.070782, 0.068028, 0.065263, 0.062498, 0.059741, 0.057003, 0.054292, 0.051616, 0.048984, 0.046403, 0.043880, 0.041419, 0.039026, 0.036706, 0.034463
0.033508, 0.031351, 0.029283, 0.027305, 0.025420, 0.023627, 0.021927, 0.020320, 0.018806, 0.017382, 0.016050, 0.014806, 0.013649, 0.012578, 0.011591, 0.010685, 0.009860, 0.009112, 0.008439, 0.007841, 0.007314, 0.006858, 0.006471, 0.006151, 0.005897, 0.005709, 0.005585, 0.005525, 0.005529, 0.005597, 0.005728, 0.005924, 0.006184, 0.006511, 0.006904, 0.007365, 0.007896, 0.008498, 0.009173, 0.009923, 0.010749, 0.011654, 0.012640, 0.013707, 0.014859, 0.016097, 0.017422, 0.018837, 0.020341, 0.021936, 0.023623, 0.025401, 0.027271, 0.029232, 0.031282, 0.033420, 0.035644, 0.037951, 0.040337, 0.042799, 0.045331, 0.047929, 0.050587, 0.053298, 0.056054, 0.058848, 0.061672, 0.064515, 0.067370, 0.070225, 0.073069, 0.075893, 0.078684, 0.081431, 0.084123, 0.086750, 0.089299, 0.091758, 0.094116, 0.096361, 0.098483, 0.100471, 0.102315, 0.104006, 0.105534, 0.106892, 0.108073, 0.109070, 0.109878, 0.110492, 0.110910, 0.111128, 0.111147, 0.110964, 0.110582, 0.110002, 0.109228, 0.108263, 0.107113, 0.105783, 0.104281, 0.102614, 0.100792, 0.098822, 0.096716, 0.094483, 0.092135, 0.089682, 0.087136, 0.084509, 0.081813, 0.079059, 0.076260, 0.073426, 0.070570, 0.067702, 0.064833, 0.061973, 0.059133, 0.056320, 0.053545, 0.050815, 0.048138, 0.045520, 0.042967, 0.040485, 0.038078, 0.035751
0.034959, 0.032709, 0.030551, 0.028488, 0.026521, 0.024650, 0.022877, 0.021200, 0.019620, 0.018135, 0.016745, 0.015447, 0.014240, 0.013123, 0.012093, 0.011148, 0.010287, 0.009506, 0.008805, 0.008180, 0.007631, 0.007155, 0.006751, 0.006417, 0.006153, 0.005956, 0.005827, 0.005765, 0.005769, 0.005839, 0.005976, 0.006180, 0.006452, 0.006793, 0.007203, 0.007684, 0.008238, 0.008867, 0.009571, 0.010353, 0.011215, 0.012159, 0.013187, 0.014301, 0.015503, 0.016794, 0.018177, 0.019653, 0.021222, 0.022887, 0.024646, 0.026502, 0.028453, 0.030498, 0.032637, 0.034868, 0.037188, 0.039595, 0.042085, 0.044653, 0.047295, 0.050006, 0.052779, 0.055607, 0.058482, 0.061398, 0.064343, 0.067310, 0.070288, 0.073267, 0.076235, 0.079180, 0.082092, 0.084958, 0.087767, 0.090508, 0.093167, 0.095733, 0.098193, 0.100536, 0.102750, 0.104824, 0.106748, 0.108511, 0.110106, 0.111523, 0.112755, 0.113795, 0.114638, 0.115279, 0.115715, 0.115942, 0.115961, 0.115771, 0.115372, 0.114767, 0.113959, 0.112953, 0.111753, 0.110365, 0.108798, 0.107059, 0.105158, 0.103103, 0.100905, 0.098576, 0.096126, 0.093567, 0.090911, 0.088170, 0.085357, 0.082484, 0.079563, 0.076607, 0.073627, 0.070635, 0.067641, 0.064658, 0.061694, 0.058760, 0.055865, 0.053017, 0.050223, 0.047492, 0.044828, 0.042238, 0.039728, 0.037300
0.036657, 0.034297, 0.032035, 0.029872, 0.027809, 0.025847, 0.023988, 0.022230, 0.020573, 0.019016, 0.017558, 0.016197, 0.014932, 0.013760, 0.012680, 0.011690, 0.010786, 0.009968, 0.009232, 0.008578, 0.008002, 0.007503, 0.007079, 0.006729, 0.006452, 0.006245, 0.006110, 0.006045, 0.006049, 0.006123, 0.006267, 0.006481, 0.006766, 0.007123, 0.007553, 0.008058, 0.008639, 0.009297, 0.010036, 0.010856, 0.011760, 0.012750, 0.013828, 0.014996, 0.016256, 0.017610, 0.019060, 0.020607, 0.022253, 0.023998, 0.025844, 0.027789, 0.029835, 0.031980, 0.034222, 0.036562, 0.038994, 0.041518, 0.044129, 0.046822, 0.049592, 0.052435, 0.055342, 0.058308, 0.061323, 0.064380, 0.067468, 0.070579, 0.073702, 0.076825, 0.079937, 0.083025, 0.086079, 0.089084, 0.092030, 0.094904, 0.097692, 0.100383, 0.102962, 0.105419, 0.107740, 0.109915, 0.111932, 0.113782, 0.115453, 0.116939, 0.118231, 0.119321, 0.120205, 0.120877, 0.121334, 0.121573, 0.121593, 0.121393, 0.120975, 0.120341, 0.119494, 0.118438, 0.117180, 0.115725, 0.114082, 0.112259, 0.110265, 0.108110, 0.105806, 0.103363, 0.100794, 0.098111, 0.095326, 0.092452, 0.089503, 0.086490, 0.083428, 0.080328, 0.077203, 0.074065, 0.070927, 0.067798, 0.064691, 0.061614, 0.058579, 0.055592, 0.052663, 0.049799, 0.047006, 0.044290, 0.041657, 0.039111
0.038603, 0.036118, 0.033735, 0.031457, 0.029285, 0.027220, 0.025261, 0.023410, 0.021665, 0.020026, 0.018490, 0.017057, 0.015725, 0.014491, 0.013353, 0.012310, 0.011359, 0.010497, 0.009722, 0.009033, 0.008426, 0.007901, 0.007455, 0.007086, 0.006794, 0.006577, 0.006434, 0.006365, 0.006370, 0.006448, 0.006599, 0.006825, 0.007125, 0.007501, 0.007954, 0.008485, 0.009097, 0.009791, 0.010568, 0.011432, 0.012384, 0.013427, 0.014562, 0.015792, 0.017119, 0.018545, 0.020072, 0.021701, 0.023435, 0.025272, 0.027216, 0.029265, 0.031419, 0.033677, 0.036039, 0.038503, 0.041065, 0.043722, 0.046471, 0.049308, 0.052225, 0.055218, 0.058280, 0.061403, 0.064578, 0.067797, 0.071050, 0.074326, 0.077614, 0.080903, 0.084180, 0.087432, 0.090647, 0.093813, 0.096915, 0.099942, 0.102879, 0.105712, 0.108428, 0.111015, 0.113460, 0.115750, 0.117874, 0.119822, 0.121583, 0.123147, 0.124507, 0.125656, 0.126586, 0.127294, 0.127775, 0.128027, 0.128048, 0.127837, 0.127397, 0.126729, 0.125837, 0.124725, 0.123400, 0.121868, 0.120138, 0.118218, 0.116118, 0.113849, 0.111423, 0.108850, 0.106145, 0.103319, 0.100386, 0.097360, 0.094254, 0.091082, 0.087857, 0.084592, 0.081301, 0.077997, 0.074692, 0.071398, 0.068125, 0.064885, 0.061689, 0.058544, 0.055460, 0.052443, 0.049501, 0.046641, 0.043868, 0.041188
0.040799, 0.038173, 0.035654, 0.033247, 0.030951, 0.028768, 0.026698, 0.024742, 0.022897, 0.021165, 0.019542, 0.018027, 0.016619, 0.015315, 0.014113, 0.013011, 0.012005, 0.011094, 0.010276, 0.009547, 0.008906, 0.008350, 0.007879, 0.007489, 0.007181, 0.006951, 0.006800, 0.006728, 0.006732, 0.006815, 0.006975, 0.007213, 0.007530, 0.007928, 0.008406, 0.008968, 0.009615, 0.010348, 0.011170, 0.012083, 0.013089, 0.014191, 0.015390, 0.016690, 0.018093, 0.019600, 0.021214, 0.022936, 0.024768, 0.026710, 0.028764, 0.030930, 0.033206, 0.035593, 0.038090, 0.040693, 0.043401, 0.046210, 0.049115, 0.052113, 0.055196, 0.058360, 0.061596, 0.064896, 0.068252, 0.071654, 0.075092, 0.078554, 0.082029, 0.085505, 0.088968, 0.092405, 0.095803, 0.099149, 0.102428, 0.105627, 0.108731, 0.111725, 0.114597, 0.117331, 0.119914, 0.122335, 0.124580, 0.126638, 0.128499, 0.130153, 0.131590, 0.132804, 0.133788, 0.134536, 0.135044, 0.135310, 0.135332, 0.135110, 0.134644, 0.133938, 0.132995, 0.131821, 0.130420, 0.128801, 0.126972, 0.124943, 0.122724, 0.120326, 0.117761, 0.115042, 0.112183, 0.109196, 0.106097, 0.102899, 0.099616, 0.096263, 0.092855, 0.089405, 0.085927, 0.082435, 0.078941, 0.075459, 0.072001, 0.068577, 0.065199, 0.061875, 0.058615, 0.055427, 0.052318, 0.049295, 0.046364, 0.043531
